member_id,loan_status,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,desc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,revol_util_percent,policy_code
M1401096,Charged Off,HEB,5 years,MORTGAGE,27600,n,I am going to use this loan for home improvements.,782xx,TX,19,0,8/1/2006,3,NA,NA,7,0,100,14,FALSE,0,NA,100%,1
M1401097,Fully Paid,Rockwell Automation,5 years,OWN,23396.63,n,NA,441xx,OH,21.9,0,11/1/2000,0,NA,NA,4,0,24.1,11,FALSE,0,NA,24%,1
M1401098,Fully Paid,Washington State Department of Revenue,< 1 year,RENT,30000,n,NA,984xx,WA,14.4,0,5/1/2007,2,NA,NA,11,0,25.7,14,FALSE,0,NA,26%,1
M1401099,Fully Paid,"Fried Bros., Inc.",< 1 year,RENT,6000,n,NA,191xx,PA,9.4,0,8/1/2004,0,NA,NA,4,0,22.1,5,FALSE,0,NA,22%,1
M1401100,Current,pantusos,1 year,RENT,28800,n,"Car repair and new appliances. Upgrades to boat...new outbaord and floor replacement, seat recovering",815xx,CO,1.92,0,8/1/2003,0,NA,NA,8,0,14.3,16,FALSE,0,NA,14%,1
M1401101,Charged Off,Balloon Promotions,10+ years,RENT,40800,n,NA,070xx,NJ,13.84,0,9/1/2004,0,33,NA,6,0,22.1,16,FALSE,0,NA,22%,1
M1401102,Charged Off,Boar's Head Provisions Co. Inc,10+ years,RENT,38000,n,This loan will be used to consolidate debt. I have been with my current employer 12+ yrs. I pay my bills on time and stay within my budget.,238xx,VA,24.44,0,8/1/2006,2,NA,NA,16,0,28.5,18,FALSE,0,NA,28%,1
M1401103,Fully Paid,KeyPoint Credit Union,2 years,RENT,46000,n,consolidate debt,951xx,CA,12.83,0,11/1/2004,0,NA,NA,13,0,34,15,FALSE,0,NA,34%,1
M1401104,Charged Off,Target,7 years,OWN,22500,n,Looking to get out of the debt accumulated by my now ex-wife :). I have my MBA and have been working in management the last 7 years!  I am wanting to pay everything off and move on with my new life!!,327xx,FL,10.72,0,10/1/2000,0,58,NA,4,0,52.2,8,FALSE,0,NA,52%,1
M1401105,Fully Paid,Pro Image Sportswear,2 years,RENT,30000,n,"I am starting a dance club in the heart of the Seattle U-District, 2 blocks from the University of Washington.   I have already saved $5,000 in an attempt to meet the SBA requirements of 20% collateral of the SBA. However, not many banks are willing to lend to a business where the main source of revenue is the sale of tobacco, even more a startup.  We already have the entire business plan and marketing plan ready to show to investors so you know your investment will be returned. In that business plan you'll find conservative sales estimates built from the ground up and a gross profit margin of 89-92%.   Currently we have a location ready on the main street in the U-District and are awaiting financing in order to make an offer on the space. There are no other dance clubs in the U-District where 18+ students and residents can attend. Furthermore, there are no other venues that serve Hookah. We have an untapped market with over 45,000 daily attendees in our target market with even more in the local area.  Our executive team includes Sean, a UW business graduate who is currently helping grow Seattle based marketing company, also a startup. He has extensive marketing education and experience promoting to the target market. Sean has a credit score of 720 and has never made a late payment on any of his loans. Our other founder, also named Sean, has a technical background and extensive experience running a hookah lounge in another college-based venue in Bellingham, WA. Our third member is also a business graduate and a DJ from Chicago, with over 200 shows in the mid-west scene.  Our payback period is conservatively 12-18 months in order to help cashflow, but anticpate repayment within 10-12 months.  The bulk of the requested loan will go to working capital and a 4 month lease reserve, together ~$16,400. The remaining funds will go toward inventory, furniture, and a sound system. Because the club operates only from 8pm-2am, Thursday-Saturday, both founders will remain in their current full time employment to ensure additional cashflow if needed.  Our goal is to soft-open on August 28th with a grand-opening on September 19th, 2009.  Please send any and all questions, I will be more than happy to ellaborate",980xx,WA,13.16,0,10/1/2003,1,NA,NA,5,0,78.7,11,FALSE,0,NA,79%,1
M1401106,Charged Off,Memorial Sloan-Kettering Cancer Center,2 years,RENT,39288,n,"A loan to consolidate several balances owned on credit cards, accumulated over the past few years. My goal is to combine my payments into one low payment, in order to alleviate the stress of having to juggle several payments, while worrying about paying costs associated with my current healthcare needs, not covered by insurances. My husband and I would also like to purchase a house in the near future, and we would like to eliminate the majority of our debt, in order to get better financing.",104xx,NY,5.53,0,5/1/2004,1,NA,NA,12,0,48.8,15,FALSE,0,NA,49%,1
M1401107,Fully Paid,The Ohio State University Medical Center,10+ years,RENT,40000,n,"I have much higher interest cards that I want to get rid of and now, I have an end in sight, and able to rest easier at night. I need this to get rid of higher interest cards, and never to use them again on a revolving basis. I now see an end in sight. Everytime I look at all of the investors investing in me, and helping a stranger, it brings tears to my eyes and leaves me in awe. Thank you all.",431xx,OH,18,0,6/1/1992,2,NA,NA,5,0,66.7,15,FALSE,0,NA,67%,1
M1401108,Fully Paid,S T L Architects,3 years,RENT,50000,n,"This loan is to pay for my partner's education and our living expenses while she pursues her nursing education.  I am employed full time in a secure position and have been with the same company for three years. My partner also works part-time to supplement our income.  My credit history indicates that I am a worthy borrower, and we maintain a realistic household budget which includes the repayment of this loan.",606xx,IL,12.05,0,1/1/1991,1,59,NA,13,0,10.4,26,FALSE,0,NA,10%,1
M1401109,Fully Paid,Colorado Fondue Company,4 years,RENT,30000,n,NA,606xx,IL,2.4,0,7/1/2004,2,30,NA,8,0,55.7,15,FALSE,0,NA,56%,1
M1401110,Fully Paid,Hartz Mountain Corportaion,1 year,RENT,38500,n,I plan to use these funds to pay off all my credit cards. I have quite a good job but it required a lot of school! I find myself in a situation that while in school i racked up credit card debt and now I would like to consolidate it to make things easier for me financially. I haven't missed any credit card or car payments in probably 3 to 4 years now. I at least make the minimum payment for all of those bills.,452xx,OH,10.91,2,8/1/2001,1,16,NA,15,0,90,33,FALSE,0,NA,90%,1
M1401111,Fully Paid,Stanford University,6 years,MORTGAGE,40800,n,I am going to use the money for a credit consolidation.,944xx,CA,7.44,0,7/1/2004,1,NA,NA,5,0,47.5,9,FALSE,0,NA,48%,1
M1401112,Fully Paid,Tech Data Corporation,10+ years,OWN,105000,n,"My flooring and appliance ""no interest"" for 1 year loans are coming due in April.   I'd like to pay them off -via Lending Club because it's a lower interest rate and a shorter loan duration (3 years). I'd rather pay interest to individuals that use LendingClub -v- the large banks. I will easily make the $500/month LendingClub payment because the LendingClub loan will be paying off $925/month which I'm currently paying. What I'm currently paying that will go away with this loan: Flooring America Loan:   $185/month Famous Tate appliance: $300/month Credit card #1:                 $180/month Credit card #2:                 $100/month Credit card #3:                 $160/month Total I'm paying now                  $925.00/month",336xx,FL,7.41,0,12/1/1992,1,NA,114,14,1,43.1,31,FALSE,0,NA,43%,1
M1401113,Current,St Francis Medical Center,4 years,MORTGAGE,108000,n,"I plan to use the loan to consolidate debt. I am a good borrower because I always pay my bills on time,I have an excellent credit score and a  very stable career in high demand. Thanks so much investors, we are just  $4,325.00 away from 100% funding!!!! I really appreciate your help, you guys are awesome!!!! Way To Go Investors!!! We are now only $3,700 away from 100% funding!!!",902xx,CA,9.89,0,7/1/1996,0,NA,NA,17,0,35.9,37,FALSE,0,NA,36%,1
M1401114,Fully Paid,us forest horseshoe meadow hothots,9 years,RENT,60000,n,debt consolidation,936xx,CA,8.36,0,10/1/2004,2,39,NA,9,0,9.5,17,FALSE,0,NA,10%,1
M1401115,Fully Paid,Southside Baptist Church,4 years,MORTGAGE,72000,n,"If this loan is approved, all credit card accounts will be closed and the money lent will be used to pay them off. Please consider this requets.",356xx,AL,14.97,0,6/1/1996,0,39,NA,7,0,88.8,29,FALSE,0,NA,89%,1
M1401116,Charged Off,Home Depot,< 1 year,MORTGAGE,45896,n,"I will be adding an addition to my house and remoduling the other rooms.  This addition will increase the value of my house, and make the house more spacious. I need the extra room because my son is now a teenager.  I have excellent credit that is in the 800's",082xx,NJ,0,0,6/1/1989,2,NA,NA,5,0,9,18,FALSE,0,NA,9%,1
M1401117,Fully Paid,PSCU Financial,3 years,RENT,33000,n,"Home purchase I plan on using funds to buy home for 40K.  I plan on putting down 20K of my own money and I need the loan for the remaining balance.  I will accept 20K if unable to get the full 25K.  I have a very secure job with a growing company.  Feel free to ask any further questions. I earn 33-35K a year and plan to payoff the loan in 3-4 years.  I am a good borrower, never been delinquent or past due on any account.  Thank you to all who take a look at my request. Amount changed to 8,000.  Faxed in income verification",482xx,MI,0.36,0,6/1/2000,3,NA,NA,4,0,6.5,6,FALSE,0,NA,6%,1
M1401118,Fully Paid,NA,< 1 year,RENT,10000,n,I need to reinsure my car and pay a ticket so I can get to work I've been out of work and have a new job if i can get there,021xx,MA,1.2,1,12/1/2003,0,17,NA,3,0,14.7,6,FALSE,0,NA,15%,1
M1401119,Charged Off,Yard House,< 1 year,RENT,45000,n,consolidation loan my loan is consolidate my credit card debt of around $1500.,801xx,CO,10.61,0,7/1/2005,2,NA,NA,5,0,93.1,8,FALSE,0,NA,93%,1
M1401120,Fully Paid,Progressive Business Publications,4 years,RENT,37000,n,"I will be using these funds to pay off a high interest credit card.  I have a credit score above 720, and I am very organized to ensure on-time payment of bills each month.  I have been with the same company for 4 years, and the company has grown in each of its 20+ years of existence, offering me very stable employment.",194xx,PA,16.86,0,9/1/2002,0,37,NA,9,0,67.7,14,FALSE,0,NA,68%,1
M1401121,Fully Paid,scvmc,10+ years,MORTGAGE,150000,n,"personal loan for debt consolidation and home improvemet no history of delinquency,pay my bills on time,in healthcare profession and very stable job ,never late with mortgage payment",951xx,CA,1.55,0,5/1/1998,0,NA,NA,11,0,12.8,35,FALSE,0,NA,13%,1
M1401122,Fully Paid,ADP,3 years,MORTGAGE,85000,n,"Right now I'm dumping $800-$900 to try and pay off my credit card debt. Since the interest rates are all about 29% I am making slow progress. Consolidating down to one payment while cutting down the interest rate by half will make this much easier.  Since the loan payment is less than I currently budget toward my debt, I plan to pay more than the minimum.  I'm ready to get this paid off as soon as possible.  Thank you for your time.",454xx,OH,8.84,0,6/1/2000,0,NA,NA,10,0,65,24,FALSE,0,NA,65%,1
M1401123,Fully Paid,American DG Energy,1 year,RENT,61000,n,"Looking to consolidate credit cards, paying 2 off completely and cancelling them, while rolling in a prior loan.  Current housing costs including all utilities are about 1/4 of my post tax monthly income. Student and Car Loan combined are 15% of post tax monthly income. With this loan added in, total bills would be about 1/2 of monthly income. This should allow plenty of extra cash to make extra payments to this loan. null Borrower added on 09/06/11 > Items to be Paid Off Lending Club - $4,143 - 17.74 APR Card 1 - $2,950.00 - 16.99 APR Card 2 - $1,882.00 - 15.64 APR The prior lending club loan was taken in august of 2010 for 8,000. It was originally a 5 year term, but was paying about double the minimum payment each month. null",024xx,MA,16.17,0,9/1/2002,2,NA,NA,7,0,78.7,32,FALSE,0,NA,79%,1
M1401124,Fully Paid,Blackwood Medical Inc.,4 years,MORTGAGE,77976,n,NA,191xx,PA,13.16,1,1/1/1994,0,8,NA,21,0,31.4,42,FALSE,0,NA,31%,1
M1401125,Fully Paid,NANDA International,3 years,MORTGAGE,100000,n,"Got in over my head by paying for medical bills on credit cards - I'm paying more than my minimums to get rid of the bill, but the interest rate is killing me - I just want to get back to being debt free!!! I hate having this debt looming over my head.",968xx,HI,10.39,1,12/1/1986,1,17,NA,10,0,58.5,33,FALSE,0,NA,58%,1
M1401126,Fully Paid,Citizens Bank,5 years,RENT,35000,n,I would like my account to found asap I would like my account to found asap. I would really like to just have one payment a month. Thanks,028xx,RI,10.35,0,6/1/2004,2,61,NA,14,0,53.7,23,FALSE,0,NA,54%,1
M1401127,Fully Paid,Rostami OPC,< 1 year,RENT,25000,n,vacation and pay parents off I currently work for Rostami OPC. I am a surgical assistant. My monthly income is about $2200.00,201xx,VA,21.36,0,7/1/2002,0,55,NA,4,0,88.3,19,FALSE,0,NA,88%,1
M1401128,Current,amco ranger pest control,10+ years,MORTGAGE,30000,n,remolded kitchen and bath,631xx,MO,12.88,0,1/1/1999,3,NA,NA,5,0,50.4,8,FALSE,0,NA,50%,1
M1401129,Charged Off,Museum of Contemporary Art,3 years,RENT,41004,n,"The majority of this  loan will be used for upcoming wedding expenses - catering, venue cost, rings, and wedding dress, as well as relocation expenses. The remainder ($1,000) will be used to pay off a credit card. Thank you.",606xx,IL,18.93,1,2/1/1998,3,16,NA,7,0,47.3,22,FALSE,0,NA,47%,1
M1401130,Fully Paid,Aaron's Sales and Lease,< 1 year,RENT,24000,n,"This loan is so I can receive braces, I just got promoted to management and our company is expanding and as we expand so will my role so I thought it was time to get my teeth fixed so when I am working with people I won't look like  i am fake smiling because I am afraid to show my teeth.",593xx,MT,20.05,0,7/1/2004,5,59,NA,14,0,80.8,25,FALSE,0,NA,81%,1
M1401131,Fully Paid,Federal Home Loan Bank of Boston,3 years,RENT,73700,n,"Responsible borrower seeking loan to pay off high interest credit card debt.  In attempts to buy my first home, I'm trying to pay off all the current credit card debt I have so that the chances of getting a mortgage will be in my favor.  Most if not all of my credit card accounts carry high APR's and is making it very difficult to pay down the balances even when sending more than the minimum payment due.  Over the years my credit has gone from a low score while in college to the high six hundreds now.  I've been able to attain this by being more responsible with my finances by paying on-time, paying directly through EFT, and have advanced in my professional career leading to a much higher salary than I was making three years ago.  I am ready to pay off this high interest credit card debt and move on to investing my debt in a more financially strategic way for myself and the good of the economy by purchasing my first home.",021xx,MA,21.85,0,9/1/1996,2,41,NA,23,0,79.5,46,FALSE,0,NA,80%,1
M1401132,Fully Paid,Health and Human Services Commission,6 years,RENT,103000,n,"Hello.  This loan is getting close to funding, but I'd like to provide more detail to help it along.  I have separated in the past 2 years and acquired some debt in the process.  I had been debt-free for years prior to that.  I own most of my own home, however, my spouse is currently living there and does not wish a home equity loan, therefore, I am trying to get out from under the debt in order to improve my position.  I have worked in my field for 21+ years, 6 with the same agency, and 15 in another agency prior to that.  I will be eligible for retirement with the state in less than 10 years, and plan to be completely debt free in three.  Thanks!",787xx,TX,16.9,0,3/1/1989,0,25,NA,11,0,96.1,27,FALSE,0,NA,96%,1
M1401133,Fully Paid,IMA of Colorado,7 years,MORTGAGE,63800,n,"We own a franchise, and want to purchase two additional existing units.  The two additional units gross over $100,000 per year.  We require $25,000 for a down payment for owner financing.  Thanks!",800xx,CO,14.78,0,5/1/1994,1,NA,NA,5,0,68.2,26,FALSE,0,NA,68%,1
M1401134,Current,Marriott by courtyard,10+ years,RENT,49000,n,NA,113xx,NY,8.06,0,5/1/1998,0,NA,105,4,1,39.6,6,FALSE,0,NA,40%,1
M1401135,Fully Paid,NA,n/a,MORTGAGE,35000,n,NA,985xx,WA,21.91,0,12/1/2007,2,NA,NA,2,0,NA,5,FALSE,0,NA,NA%,1
M1401136,Fully Paid,Bealls Department Store,10+ years,MORTGAGE,110000,n,I am just trying to reduce my debt quickly with a lower interest payment.  I am never late on any of my credit card payments.  This will be greatly appreciated.  i hope to pay it off faster than the 3 year time period.,342xx,FL,11.89,0,2/1/1998,0,44,NA,16,0,89.3,40,FALSE,0,NA,89%,1
M1401137,Fully Paid,Blue Nile,< 1 year,RENT,75000,n,"Although been in the software industry entire working life, the last two years were difficult. Between giving up on independent consulting after some bad client experiences and paying medical bills, savings were exhausted so moved into a 5th-wheel trailer. Found a decent job at a technology company and a very affordable house to rent, so on the way back to zero-debt. Current expenses are very low. In the meantime, lived on credit cards for a while and missed a few payments, so interest rate became outrageous. However, now settled in a location and have nose to the grindstone at work, between this loan and selling the trailer and truck (which is owned both outright), will be in good shape soon enough.",980xx,WA,3.98,1,7/1/1998,0,3,NA,5,0,58.8,20,FALSE,0,NA,59%,1
M1401138,Fully Paid,Biola University,9 years,OWN,56148,n,Debt consolidation for debt accrued while completing my doctoral degree in clinical psychology.  One monthly payment will be helpful as I build my practice.,906xx,CA,15.26,0,7/1/1990,0,NA,NA,9,0,40,38,FALSE,0,NA,40%,1
M1401139,Fully Paid,screen actors guild,10+ years,OWN,74000,n,I am looking to pay off all my credit cards and close the accounts,100xx,NY,11.25,0,11/1/1985,0,42,0,16,0,59.3,29,FALSE,0,NA,59%,1
M1401140,Fully Paid,jonesboro surgery center,2 years,MORTGAGE,80000,n,I plan to use the funds to pay off some of the credit cards I have used to purchase tools for my eletronics bussiness. Untill I am debt free I plan on keeping my present full time employment. I started out with juts on or 2 clients and now have over 30 that I service electronic equipment for. I have payed for over 25000 dollars in equipment and tools in two years with out any aid. I plan to use the funds to purchase equipment need to service medical equipment. I am a good borrower because I pay my debt and have a stable job in the medical field. I currently work at a surgery center as a biomed engineer and surgical tech. I repair medical equipment. and assist doctors in surgery.,724xx,AR,10.79,0,9/1/1999,4,NA,101,15,1,74.1,38,FALSE,0,NA,74%,1
M1401141,Charged Off,Winchester Recreation,7 years,RENT,21000,n,"Money will be used for debt consolidation, as well as emergency money for a vacation to The Philippines.",018xx,MA,18.4,0,1/1/2006,0,NA,NA,4,0,78,6,FALSE,0,NA,78%,1
M1401142,Fully Paid,"southwest administrators, inc",5 years,RENT,32000,n,NA,900xx,CA,8.51,0,2/1/1999,0,47,NA,8,0,70.9,16,FALSE,0,NA,71%,1
M1401143,Charged Off,Sprint,8 years,MORTGAGE,39000,n,Employer only verifies employment through the work number.com. I am a responsible person who has worked for the same employer for over 8 years. This will assist in buying down higher credit cards and stabilizing my budget.,958xx,CA,11.08,0,10/1/1986,0,NA,NA,5,0,84.6,16,FALSE,0,NA,85%,1
M1401144,Fully Paid,U.S. Air Force,5 years,RENT,35000,n,This money will be used to pay off credit card debt accumulated during purchases made as a first time home buyer.  I am a responsible candidate for this loan because I have never missed a payment & I have recieved good discipline skills through six years in the armed forces.  Military punctuality has been tought & practiced on a daily basis & has helped keep me a responsible person when it comes to finanacial stability.,727xx,AR,23.07,0,3/1/2005,2,NA,NA,8,0,28.9,16,FALSE,0,NA,29%,1
M1401145,Charged Off,Benefitfocus,3 years,RENT,68250,n,"I have credit card debt spread between three cards due to getting married recently and supporting my wife in nursing school at the MEdical University of South Carolina.  With this loan, I intend to pay off all three cards and then cancel two of them and leave the third at home only for emergency use. Eliminating multiple sources of debt and consolidating them into a single loan will make this much easier.  I have paid my credit cards faithfully each month, and I have never been late or missed a payment. My credit history is stellar except for the debt I have. I have sought loans before, but with the financial problems many banks are facing, they are not giving out personal loans.  I am employed full time as a software engineer at Benefitfocus, a health insurance benefits company. I have worked here for 3 years and am well respected and paid well. I have a lot of experience and knowledge that Benefitfocus finds valuable and I have zero doubt in how secure my job is.  Currently I pay around $1200-$1400 a month on my credit cards. Unfortunately, finance charges consume most of my credit card payments which is why I need this loan.  Please consider this loan, it would make a big difference in my life and based upon the credit card payments I have already been making each month, it will be no problem to make the payments on this loan.  Thank you.",294xx,SC,15.09,0,4/1/1998,1,NA,NA,6,0,100,11,FALSE,0,NA,100%,1
M1401146,Charged Off,Harvard University,< 1 year,RENT,20400,n,NA,021xx,MA,4.06,0,2/1/2000,0,NA,NA,6,0,18.6,9,FALSE,0,NA,19%,1
M1401147,Fully Paid,Business Control Systems,2 years,RENT,57500,n,I would like to pay off 2 Credit Card that have a very hight interest.,752xx,TX,20.43,1,8/1/1995,1,10,NA,9,0,100,29,FALSE,0,NA,100%,1
M1401148,Fully Paid,Bristol Virginia Public Schools,10+ years,MORTGAGE,53000,n,NA,242xx,VA,27.4,0,10/1/1979,0,NA,NA,13,0,15.2,36,FALSE,0,NA,15%,1
M1401149,Fully Paid,apartment management associates llc,10+ years,MORTGAGE,78500,n,NA,114xx,NY,16.62,0,5/1/1987,0,82,NA,9,0,79.1,32,FALSE,0,NA,79%,1
M1401150,Charged Off,Monument Medical Consultants,2 years,MORTGAGE,52800,n,"Well, Solar &amp; Wind Energy",815xx,CO,2.7,0,1/1/1999,3,NA,NA,7,0,21.5,13,FALSE,0,NA,22%,1
M1401151,Fully Paid,NA,n/a,MORTGAGE,60000,n,When will the money be deposited.,010xx,MA,15.2,2,10/1/1995,1,4,NA,6,0,16.3,28,FALSE,0,NA,16%,1
M1401152,Fully Paid,york hospital dental center,8 years,MORTGAGE,37620,n,i am looking to pay off my credit cards with this loan because i used them to remodel my 2-unit property that i bought couple of years ago. I have a steady job of 8 yrs.and been doing this career for 15 yrs.,174xx,PA,20.64,0,11/1/2000,2,NA,NA,7,0,98.7,11,FALSE,0,NA,99%,1
M1401153,Fully Paid,Mayo Clinic,8 years,RENT,60000,n,I am paying off a credit card where I owe $2000. I want that credit card account cleared.,559xx,MN,21.74,0,6/1/2003,0,NA,NA,7,0,54.8,13,FALSE,0,NA,55%,1
M1401154,Fully Paid,University of Mississippi Medical Center,5 years,MORTGAGE,41000,n,"My wife had the privilege to attend graduate school in Chicago at Roosevelt University for the past two summers.  It is a great honor for her and for the state of Mississippi since she is the first Mississippi theatre teacher at attend.  She is scheduled to attend her third and final summer this June.  There is a snag.  Due to a horrible mix up with her old collegiate student loans her financial aid for Summer 2008 was rescinded and she must pay right at $6000.00 in tuition before she can be registered this summer.  The original payment deadline is mid April, but Roosevelt has extended the deadline for us until early June. If she does not attend this summer, the courses she needs will not be offered again until summer 2012.   The final part of the program is a thesis production scheduled for spring 2010.  If she cannot attend this summer that production will be moved back until spring 2013.  All of the students who have begun preparation for the 2010 production will have graduated and will have lost their opportuniy to shine in this historic production.  The production is scheduled to be ""The Miracle Worker"" which chronicles the life of Helen Keller and will be an outreach to the hearing impaired community in our metropolitan area.  Thank you so much for your assistance in relation to this matter.  Carol",392xx,MS,17.5,0,2/1/1990,0,NA,NA,11,0,73,25,FALSE,0,NA,73%,1
M1401155,Fully Paid,Lennar Corp.,2 years,MORTGAGE,155800,n,"I would like to take out a $18,000.00 loan broken down as following:  $12,000.00 for school tuition payment for my kids education and a $6,000.00 home improvement.  I have a soild source of income, making a base salary of $147,000, plus bonus.  My credit scores as of May 15th averaged 699 with a high of 718 and low of 683.  I like using Lending Club for my credit source due to their competive rates and convenience.  My credit report will indicate solid, on time payment history.  I will provide any additional information as requested. This is a very safe and smart investment for any of you.  I thank you for your consideration.",080xx,NJ,7.34,0,2/1/1999,1,NA,NA,5,0,19.3,13,FALSE,0,NA,19%,1
M1401156,Fully Paid,Jones Walker,3 years,MORTGAGE,108000,n,I am refinancing a current Lending Club loan for a lower interest rate. I have never missed a payment on the current loan. I appreciate your consideration and feel free to ask any questions.,701xx,LA,24.73,0,6/1/1999,1,NA,NA,12,0,42.7,42,FALSE,0,NA,43%,1
M1401157,Fully Paid,Symantec Corp,2 years,RENT,81000,n,NA,904xx,CA,14.4,0,11/1/2000,1,51,NA,16,0,54.1,24,FALSE,0,NA,54%,1
M1401158,Fully Paid,Barrington Self Storage,10+ years,RENT,31200,n,I plan to pay a personal loan to my parents and consolidate a few credit cards.   My adult daughter lives with me and pays half of the rent. This would help me a great deal right now. I plan to pay a personal loan to my parents.  Also would like to pay off a few credit cards.  My adult daughter lives with me and pays half the rent.  This would help me a great deal right now. My monthly budget is about  2315.00 . I have been employed at the same place for thirteen year. My job is very stable it is a service business that is doing very well,028xx,RI,14.88,0,1/1/2001,1,NA,NA,5,0,100,12,FALSE,0,NA,100%,1
M1401159,Fully Paid,Town of Rockland,10+ years,MORTGAGE,65000,n,I would like to make a special purchase by the end of the sumer.  I have been working at the same job for the last 11 years. I would also use some of the money to pay down some of my credit card balance that has a higher rate The money from this loan will help me buy a ring. The money from this loan will help me buy a ring. The money from this loan will help me buy a ring.,023xx,MA,15.43,1,1/1/1998,0,15,NA,9,0,71.1,22,FALSE,0,NA,71%,1
M1401160,Charged Off,Intel,4 years,MORTGAGE,71000,n,NA,852xx,AZ,24.66,0,9/1/2001,0,NA,NA,10,0,89.1,14,FALSE,0,NA,89%,1
M1401161,Fully Paid,Costco wholesale,10+ years,MORTGAGE,47000,n,"Additional funds needed to pay for only childs wedding, last min. costs abound even with what seems a simple event! Trying to lighten the stress...if that is possible.lol!",933xx,CA,6.13,0,6/1/1991,0,40,114,6,1,54.8,14,FALSE,0,NA,55%,1
M1401162,Current,Skyline Vet Hospital,8 years,RENT,50000,n,NA,945xx,CA,10.18,0,5/1/2001,1,NA,NA,8,0,59.9,19,FALSE,0,NA,60%,1
M1401163,Charged Off,(self) Castleforte Group,10+ years,RENT,90000,n,"I have been doing professional motion graphics animation and design both on a freelance basis and as a small, independent studio, for over 12 years. Every now and then, things slow down, and clients pay late, and so I end up having to charge my credit cards more often than I would like. And as a result, I get behind, and the credit card payments keep me there.   Your help is greatly appreciated. Thank you all for your time.",913xx,CA,7.91,0,6/1/1996,1,NA,NA,7,0,77.5,28,FALSE,0,NA,78%,1
M1401164,Fully Paid,Brookline Bank,< 1 year,RENT,66996,n,"Hello,  I am in the process of consolidating my remaining credit card debt.  I have a Bank of America card that currently has a balance of $5300 and they are charging 29.99% interest.   I want to pay that off at a lower rate as well as consolidate my two American Express cards (roughly $8000) so all three of these are at a reasonable payment and interest rate.  I have never been late on any bill and am looking forward to getting this debt back to a reasonable rate to pay it off.  Thanks for your consideration!!!",021xx,MA,15.53,0,9/1/1998,0,NA,NA,11,0,83.5,30,FALSE,0,NA,84%,1
M1401165,Fully Paid,western asset mgmt.,4 years,MORTGAGE,100000,n,"I plan to pay off credit cards with high interest rates. I have a steady job that have been employed over 4 years. I own my own condo and I have no car payment at this time. As a good borrower I pay on time and I usually add extra to payment to bring down principal. As a investor, you can put your trust in me that you can recoup your investment. I would like to thank each and every one of the investors that is and will be entrusting this opportunity upon me. thanks you again each investor. I hope to have this loan completely funded soon. If any further individual questions feel free to contact me.",926xx,CA,7.34,0,10/1/1988,3,60,NA,9,0,93.5,30,FALSE,0,NA,94%,1
M1401166,Current,Dynamic / NDL,10+ years,RENT,52000,n,NA,070xx,NJ,13.85,0,1/1/2001,0,NA,NA,9,0,100,19,FALSE,0,NA,100%,1
M1401167,Fully Paid,Universityof California Davis,10+ years,MORTGAGE,54600,n,"Was planning to use this for a watercraft and if any left over, was going to pay off/down any Visa I had.  Want to enjoy life more. I have never &quot;not&quot; paid any loan back in all my years of borrowing or defaulted. I work for University of Calfornia, Davis and have a very stable job.  Don't plan to retire for at least another 7-10 years.  Hope this helps.",956xx,CA,14.15,2,7/1/1973,2,21,NA,8,0,70.4,44,FALSE,0,NA,70%,1
M1401168,Fully Paid,Orkin Pest Control,5 years,RENT,130000,n,"Loan will be used to purchase a bank owned foreclosure which will be used as my primary residence. Cash deals plus owner occupied shoot to the top of the list. Have $200,000 to put down and will need an additional $30-$40K. This will not be a fixer upper, investment or money pit, but will be used as my primary home. Many brand new homes selling for 1/2 of what they were at the peak in the area.  Executive at a large corporation. Annual salary of $150,000. Virtually no debt. Only ding on credit is a Deed in Lieu on a rental property I owned in Florida from a couple of years ago. All delinquencies on credit report are associated with this DIL. Would do a traditional mortgage but there is a 2-3 year lockout from most lenders if you have a DIL, shortsale or foreclosure on your record, even if it was an investment property.  Monthly income: $12,000 Housing :$1,600 (renting currently until home purchase) Utilities/Cable/Ph - $500 Food/Basics - $1300 Auto - $0 (company car + gas card) Credit Card - $400 Loan will be used to purchase a bank owned property (REO/Foreclosure) with cash which will be used as my primary residence. I have $200,000 cash and needed $30-$40K to be in the best range. Cash deals + owner occupied shoot to the top of the list in offers on a REO or foreclosed property. City was extremely overbuilt and large quality homes which have entered into foreclosure abound. Home will be virtually brand new and will not be a fixer upper, investment property or money pit. Will be occupying this as primary residence.  Reasons for cash purchase: I had a Deed in Lieu on a rental property I owned in SW Florida 2 years ago. There is a 2-3 year lock out on obtaining a mortgage if you have a DIL, short sale or foreclosure, even if it was an investment property. I have excellent credit other than the DIL on the investment property and all delinquincies on my report are associated with that property.",302xx,GA,4.1,1,2/1/1997,3,17,NA,7,0,28.1,37,FALSE,0,NA,28%,1
M1401169,Fully Paid,Lindstrom Metric,2 years,RENT,23916,n,NA,554xx,MN,12.69,0,10/1/2006,0,NA,NA,6,0,49,7,FALSE,0,NA,49%,1
